dataset.id,melody.id,note.id,melody.name,distance,canseekey,canseedoor,agentbehindleft,agentbehindright,agentinfrontright,agentinfrontleft,agentleft,agentright,agentbehind,agentinfront,doorquad,keyquad,agentquad,agenty,agentx,orientation,action,vertint12,articulation,comma,voice,ornament,dyn,phrase,bioi,deltast,accidental,mpitch,cpitch,barlength,pulses,tempo,mode,keysig,dur,onset,action.order.ltm.action,action.order.stm.action,action.weight.ltm,action.weight.stm,action.weight.ltm.action,action.weight.stm.action,action.probability,action.information.content,action.entropy,action.0,action.1,action.2,action.3,action.4,action.5,probability,information.content,entropy,information.gain,
33,3,10,"m2",3,0,1,1,1,1,1,1,1,1,1,1,0,4,5,4,3,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,216,1,1,0.9490685,0.05093149,1.0,1.0,0.6596261,0.60027957,1.5777621,0.0038353011,0.6596261,0.06397868,0.03464343,0.107636526,0.13027993,0.6596261,0.60027957,1.5777621,1.7308335,
33,3,11,"m2",2,0,1,1,1,1,1,1,1,1,1,1,0,3,5,3,3,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,240,1,1,0.7047373,0.29526266,1.0,1.0,0.5705255,0.8096366,1.8233061,0.0031516023,0.5705255,0.17223893,0.102630176,0.08785874,0.063594945,0.5705255,0.8096366,1.8233061,0.15981439,
33,3,12,"m2",1,0,1,1,1,1,1,1,1,1,1,1,0,3,5,2,3,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,264,1,1,0.62920165,0.3707983,1.0,1.0,0.5845837,0.77451843,1.7861265,0.00435953,0.5845837,0.17606293,0.09073652,0.085072845,0.05918448,0.5845837,0.77451843,1.7861265,0.0019484647,
33,3,13,"m2",4,0,1,1,1,1,1,1,1,1,1,1,0,3,5,2,2,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,288,1,1,0.5471787,0.4528213,1.0,0.99999994,0.17857414,2.485405,1.741241,0.0061410978,0.6011029,0.17857414,0.07861221,0.08135611,0.054213468,0.17857414,2.485405,1.741241,0.0024958034,
33,3,14,"m2",3,0,1,1,1,1,1,1,1,1,1,1,0,3,4,2,2,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,312,1,1,0.91173166,0.088268325,0.99999994,1.0,0.661323,0.596573,1.578083,0.004281821,0.661323,0.06571277,0.034514956,0.110960916,0.123206496,0.661323,0.596573,1.578083,0.17067167,
33,3,15,"m2",2,0,1,1,1,1,1,1,1,1,1,1,0,1,3,2,2,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,336,1,1,0.29310033,0.7068997,1.0,1.0,0.61852086,0.6931059,1.5737658,0.013506314,0.61852086,0.24427779,0.03835755,0.053903043,0.031434383,0.61852086,0.6931059,1.5737658,0.28538534,
33,3,16,"m2",1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,360,1,1,0.22331719,0.7766828,1.0,0.99999994,0.64295757,0.6372046,1.4993335,0.016385447,0.64295757,0.23640473,0.030773362,0.047035772,0.026442995,0.64295757,0.6372046,1.4993335,0.0038345568,
33,3,17,"m2",0,0,1,1,1,2,2,1,1,1,4,1,0,1,1,2,2,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,384,1,1,0.1680557,0.8319443,1.0,1.0,0.6663012,0.5857536,1.4303341,0.018709313,0.6663012,0.22569935,0.025325047,0.041371454,0.022593556,0.6663012,0.5857536,1.4303341,0.002949419,
33,3,18,"m2",0,0,1,1,1,2,2,1,1,1,4,1,0,1,1,2,2,5,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,408,1,1,0.12590787,0.8740921,1.0,1.0,0.01965407,5.669028,1.3663898,0.020303424,0.6881613,0.21367851,0.02140855,0.036794063,0.01965407,0.01965407,5.669028,1.3663898,0.0022630286,
33,4,1,"m3",4,0,0,1,1,1,1,1,1,1,1,4,3,3,5,3,2,0,NA,0,0,1,0,0,1,0,0,0,40,69,96,4,NA,0,2,24,0,0,0,0.83240587,0.16759416,1.0,1.0,0.08585041,3.5420313,2.2248485,0.08585041,0.459749,0.13257381,0.15012595,0.08585041,0.08585041,0.08585041,3.5420313,2.2248485,NA,
33,4,2,"m3",3,0,1,1,1,1,1,1,1,1,1,4,3,3,5,3,1,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,24,1,0,0.8931618,0.10683816,1.0,1.0,0.20575249,2.281018,1.7491008,0.0042522126,0.42517102,0.20575249,0.3275278,0.033633143,0.0036632293,0.20575249,2.281018,1.7491008,0.6777824,
33,4,3,"m3",1,1,1,1,1,1,1,1,1,1,1,4,3,3,5,3,0,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,48,1,0,0.95251065,0.04748934,1.0,1.0,0.06854481,3.8668087,1.6477522,0.004090673,0.63405025,0.06854481,0.038840555,0.1053491,0.14912465,0.06854481,3.8668087,1.6477522,1.0138638,
33,4,4,"m3",0,1,1,1,1,4,2,1,1,1,2,4,3,3,6,3,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,72,1,1,0.7790585,0.2209415,0.99999994,1.0,0.5210883,0.9404002,1.9652916,0.010693086,0.5210883,0.1355735,0.053080004,0.120050535,0.15951462,0.5210883,0.9404002,1.9652916,0.05451764,
33,4,5,"m3",1,1,0,1,4,2,1,1,2,1,1,4,3,3,6,3,3,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,96,1,0,0.88030314,0.11969685,1.0,1.0,0.15319122,2.7065945,1.8893558,0.0015167715,0.54438907,0.15319122,0.13815485,0.087260015,0.07548799,0.15319122,2.7065945,1.8893558,0.12752254,
33,4,6,"m3",0,1,0,1,2,2,1,1,2,1,5,4,3,3,6,2,3,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,120,1,1,0.9055964,0.09440362,1.0,0.99999994,0.636745,0.65121245,1.6529106,0.004771832,0.636745,0.07769484,0.039131444,0.101047955,0.14060895,0.636745,0.65121245,1.6529106,0.18967694,
33,4,7,"m3",1,0,0,1,2,2,1,1,2,1,1,4,0,3,6,2,3,4,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,144,1,1,0.71372265,0.2862773,1.0,1.0,0.089939095,3.4749076,2.01989,0.003951232,0.46582115,0.22978131,0.13053836,0.089939095,0.07996885,0.089939095,3.4749076,2.01989,0.23033449,
33,4,8,"m3",5,0,0,2,2,1,1,1,1,2,1,4,0,3,6,2,2,2,NA,0,0,1,0,0,-1,24,0,0,40,69,96,4,NA,0,2,24,168,1,0,0.952666,0.04733401,1.0,1.0,0.35564753,1.49148,1.6134467,0.0014387921,0.27417454,0.35564753,0.3659006,0.0014387921,0.0013997088,0.35564753,1.49148,1.6134467,1.0263464,
